ID,Name,Author,Title,Description,URL,urlToImage,publishedAt,content,Status,TotalResults
,ReadWrite,Radek Zielinski,"Bitcoin lifted over $71,000 as UK’s FCA approves crypto ETNs","During the Asian trading session on Monday, Bitcoin (BTC) soared past $71,000 for the first time in history. This surge… Continue reading Bitcoin lifted over $71,000 as UK’s FCA approves crypto ETNs
The post Bitcoin lifted over $71,000 as UK’s FCA approves cr…",https://readwrite.com/bitcoin-lifted-over-71000-as-uks-fca-approves-crypto-etns/,https://readwrite.com/wp-content/uploads/2024/03/yAqI9QlFReGdutRddL3VzQ.png,2024-03-11T17:46:21Z,"During the Asian trading session on Monday, Bitcoin (BTC) soared past $71,000 for the first time in history.
This surge comes on the heels of the U.S.’s approval of spot Bitcoin spot exchange-traded… [+2051 chars]",ok,13537
,ReadWrite,Radek Zielinski,Coinbase CEO: Bitcoin could counteract US deficit,"Coinbase CEO Brian Armstrong has advocated for Bitcoin (BTC) as a financial discipline tool, suggesting it could counteract United States… Continue reading Coinbase CEO: Bitcoin could counteract US deficit
The post Coinbase CEO: Bitcoin could counteract US de…",https://readwrite.com/coinbase-ceo-bitcoin-could-counteract-us-deficit/,https://readwrite.com/wp-content/uploads/2024/03/bJrwuE-PR2-ZleuzYPZ4rg.png,2024-03-14T08:56:30Z,"Coinbase CEO Brian Armstrong has advocated for Bitcoin (BTC) as a financial discipline tool, suggesting it could counteract United States deficit spending and echo the fiscal restraint of the gold st… [+2615 chars]",ok,13537
,ReadWrite,Sophie Atkinson,"Bitcoin price surges beyond $65,000 as records beckon","Bitcoin has reached a two-year high today (Monday 4 March) as it jumped to above $65,000 in the early hours […]
The post Bitcoin price surges beyond $65,000 as records beckon appeared first on ReadWrite.",https://readwrite.com/bitcoin-bounces-beyond-65000-as-records-beckon/,https://readwrite.com/wp-content/uploads/2024/03/pierre-borthiry-peiobty-vBCVcWUyvyM-unsplash-scaled.jpg,2024-03-04T11:42:29Z,"Bitcoin has reached a two-year high today (Monday 4 March) as it jumped to above $65,000 in the early hours in Europe.
Monday (Mar. 4) has seen the price rise to $65,537 which is the crypto assets h… [+1548 chars]",ok,13537
,ReadWrite,Sophie Atkinson,Bitcoin and gold prices shatter previous highs,"The ultra-modern and traditional markets coincided on Mar 5, as both Bitcoin and gold saw record-breaking highs occur on the […]
The post Bitcoin and gold prices shatter previous highs appeared first on ReadWrite.",https://readwrite.com/bitcoin-and-gold-prices-shatter-previous-highs/,https://readwrite.com/wp-content/uploads/2024/03/p2fOhXKdQPqdhr0tbXdxTQ.png,2024-03-06T16:23:20Z,"The ultra-modern and traditional markets coincided on Mar 5, as both Bitcoin and gold saw record-breaking highs occur on the same day.
In the early hours in Europe on Monday 4 March, Bitcoin jumped … [+1785 chars]",ok,13537
,ReadWrite,Sam Shedden,Coinbase crashed as Bitcoin soared to record high,"Angry Coinbase users slammed the cryptocurrency trading app after it crashed again on Tuesday (Mar.5), the same day Bitcoin hit […]
The post Coinbase crashed as Bitcoin soared to record high appeared first on ReadWrite.",https://readwrite.com/coinbase-crashed-as-bitcoin-soared-to-record-high/,https://readwrite.com/wp-content/uploads/2024/03/NfPvWsHYT8e0fGymX9HfZQ.png,2024-03-06T10:44:24Z,"Angry Coinbase users slammed the cryptocurrency trading app after it crashed again on Tuesday (Mar.5), the same day Bitcoin hit a new all-time high price of $69,000 after over two years of waiting.
… [+2292 chars]",ok,13537
,ReadWrite,Sam Shedden,This movie streaming platform is accepting Bitcoin,"In a ground-breaking step for the streaming industry, Movies Plus has become the “first streaming platform” to allow subscribers to… Continue reading This movie streaming platform is accepting Bitcoin
The post This movie streaming platform is accepting Bitcoi…",https://readwrite.com/this-movie-streaming-platform-is-accepting-bitcoin/,https://readwrite.com/wp-content/uploads/2024/03/Bitcoinmovies.png,2024-03-15T11:56:21Z,"In a ground-breaking step for the streaming industry, Movies Plus has become the “first streaming platform” to allow subscribers to pay for their service using Bitcoin.
The free movie streaming app … [+1433 chars]",ok,13537
,ReadWrite,Graeme Hanna,SEC delays decision on Bitcoin trading options for ETFs,"The United States Securities and Exchange Commission has delayed its decision on whether to approve the trading of options on… Continue reading SEC delays decision on Bitcoin trading options for ETFs
The post SEC delays decision on Bitcoin trading options for…",https://readwrite.com/sec-delays-decision-on-bitcoin-trading-options-for-etfs/,https://readwrite.com/wp-content/uploads/2024/03/CCs5HZeeR6ix-lOB3K1HWA.png,2024-03-08T14:29:25Z,"The United States Securities and Exchange Commission has delayed its decision on whether to approve the trading of options on exchange-traded funds (ETFs) that invest directly in Bitcoin.
The openin… [+2417 chars]",ok,13537
,ReadWrite,Radek Zielinski,"Coinbase pitched Grayscale’s ETH ETF to the SEC, filings show","United States-based publicly traded cryptocurrency exchange Coinbase met with the Securities and Exchange Commission (SEC) to discuss the Ethereum (ETH)… Continue reading Coinbase pitched Grayscale’s ETH ETF to the SEC, filings show
The post Coinbase pitched …",https://readwrite.com/coinbase-pitched-grayscales-eth-etf-to-the-sec-filings-show/,https://readwrite.com/wp-content/uploads/2024/03/AluhS-stTquaBFNeakUuQA.png,2024-03-11T17:30:51Z,United States-based publicly traded cryptocurrency exchange Coinbase met with the Securities and Exchange Commission (SEC) to discuss the Ethereum (ETH) exchange-traded fund (ETF) proposed by asset m… [+2567 chars],ok,13537
,ReadWrite,Brian-Damien Morgan,"Crypto: Coinbase Files to list DOGE, LTC and BCH","Coinbase Exchange has filed to list Litecoin (LTC), Bitcoin Cash (BCH), and Dogecoin futures trading with the Commodity Futures Trading… Continue reading Crypto: Coinbase Files to list DOGE, LTC and BCH
The post Crypto: Coinbase Files to list DOGE, LTC and BC…",https://readwrite.com/crypto-coinbase-files-to-list-doge-ltc-and-bch/,https://readwrite.com/wp-content/uploads/2024/03/pexels-karolina-grabowska-5980596-scaled.jpg,2024-03-21T17:54:09Z,"Coinbase Exchange has filed to list Litecoin (LTC), Bitcoin Cash (BCH), and Dogecoin futures trading with the Commodity Futures Trading Commission (CFTC).
The CFTC has not yet responded officially t… [+2015 chars]",ok,13537
,ReadWrite,Radek Zielinski,Biden’s tax plan sparks crypto industry backlash,"President Joe Biden’s proposed 30% tax on crypto mining power faced criticism for potentially harming the industry and erasing investor… Continue reading Biden’s tax plan sparks crypto industry backlash
The post Biden’s tax plan sparks crypto industry backlas…",https://readwrite.com/bidens-tax-plan-sparks-crypto-industry-backlash/,https://readwrite.com/wp-content/uploads/2024/03/image-1.png,2024-03-18T15:23:31Z,"President Joe Biden’s proposed 30% tax on crypto mining power faced criticism for potentially harming the industry and erasing investor wealth.
The resurgence in Bitcoin and other cryptocurrency val… [+2215 chars]",ok,13537
,ReadWrite,Petar Jovanović,"Top Crypto Gainers to Watch this Week – Dogecoin, Aptos, Toncoin and New Altcoin ICOs","The crypto market experienced a correction last week, with major cryptocurrencies like Bitcoin and Ethereum declining by 1.7% and 4%… Continue reading Top Crypto Gainers to Watch this Week – Dogecoin, Aptos, Toncoin and New Altcoin ICOs
The post Top Crypto Ga…",https://readwrite.com/top-crypto-gainers-to-watch-this-week-dogecoin-aptos-toncoin-new-altcoin-icos/,https://readwrite.com/wp-content/uploads/2024/03/dogecoin-top-crypto-gainer.jpg,2024-03-26T07:05:35Z,"The crypto market experienced a correction last week, with major cryptocurrencies like Bitcoin and Ethereum declining by 1.7% and 4% respectively. 
While the weekend was relatively flat, one meme co… [+4059 chars]",ok,13537
,ReadWrite,Suswati Basu,Rhysida ransomware group claims MarineMax yacht dealer attack,"US luxury yacht dealer MarineMax was reportedly attacked by the Rhysida ransomware group earlier this month. The company, which experienced… Continue reading Rhysida ransomware group claims MarineMax yacht dealer attack
The post Rhysida ransomware group claim…",https://readwrite.com/rhysida-ransomware-group-claims-marinemax-yacht-dealer-attack/,https://readwrite.com/wp-content/uploads/2024/03/Rhysida-ransomware-group-claims-MarineMax-yacht-dealer-attack.png,2024-03-21T18:39:30Z,"US luxury yacht dealer MarineMax was reportedly attacked by the Rhysida ransomware group earlier this month.
The company, which experienced record revenue this year, filed a report on March 10 with … [+2375 chars]",ok,13537
,ReadWrite,Ali Rees,Sam Bankman-Fried to be sentenced to jail time,"Sam Bankman-Fried, owner of the bankrupt crypto exchange FTX, will receive sentencing in New York today (March 28) after his… Continue reading Sam Bankman-Fried to be sentenced to jail time
The post Sam Bankman-Fried to be sentenced to jail time appeared firs…",https://readwrite.com/sam-bankman-fried-to-be-sentenced-to-jail-time/,https://readwrite.com/wp-content/uploads/2024/03/a-white-man-with-short-dark-hair-seen-from-behind-5NbqRdRbQbKyba3HGrOj1g-UaCmXv-IQoS7tOe87Fcs2w-.jpeg,2024-03-28T11:26:05Z,"Sam Bankman-Fried, owner of the bankrupt crypto exchange FTX, will receive sentencing in New York today (March 28) after his convictions for fraud and conspiracy last year. District Judge Lewis Kapla… [+2984 chars]",ok,13537
,ReadWrite,Paul McNally,"Game prototypes and code found on discarded hard drive, now it’s obviously been uploaded to the Internet","Even novice computer users know to not just throw a hard drive in the trash. Even if all it contains […]
The post Game prototypes and code found on discarded hard drive, now it’s obviously been uploaded to the Internet appeared first on ReadWrite.",https://readwrite.com/game-prototypes-and-code-found-on-discarded-hard-drive-now-its-obviously-been-uploaded-to-the-internet/,https://readwrite.com/wp-content/uploads/2024/03/A_striking_3D_rendering_of_a_cyberpunk_hacker_d.jpg,2024-03-04T12:52:54Z,"Even novice computer users know to not just throw a hard drive in the trash. Even if all it contains is photos of your cat and a few old dodgy mp3s downloaded from Napster back in the day, you just n… [+1993 chars]",ok,13537
,ReadWrite,Graeme Hanna,Coinbase report urges “caution” on AI coins despite boom,"An analyst has urged caution on the artificial intelligence (AI) token market, warning the recent surge in prices could be… Continue reading Coinbase report urges “caution” on AI coins despite boom
The post Coinbase report urges “caution” on AI coins despite …",https://readwrite.com/coinbase-report-urges-caution-on-ai-coins-despite-boom/,https://readwrite.com/wp-content/uploads/2024/03/O8oXjuTwSPawcXFRVqmuew.png,2024-03-08T17:05:47Z,"An analyst has urged caution on the artificial intelligence (AI) token market, warning the recent surge in prices could be fuelled more by hype, rather than its actual value.
In a report compiled by… [+2137 chars]",ok,13537
,ReadWrite,Petar Jovanović,Solana Crypto Presale ‘Slothana’ Raises $6 Million – SLOTH Meme Coin Review,"New crypto presale Slothana (SLOTH) has raised over $6 million within just one week of its simple one-page website going… Continue reading Solana Crypto Presale ‘Slothana’ Raises $6 Million – SLOTH Meme Coin Review
The post Solana Crypto Presale ‘Slothana’ Ra…",https://readwrite.com/solana-crypto-presale-slothana-raises-6-million-sloth-meme-coin-review/,https://readwrite.com/wp-content/uploads/2024/04/slothana-new-meme-coin-presale-solana.jpg,2024-04-02T14:37:48Z,"New crypto presale Slothana (SLOTH) has raised over $6 million within just one week of its simple one-page website going live, highlighting the project’s initial appeal as well as the growing demand … [+4004 chars]",ok,13537
,ReadWrite,Radek Zielinski,Binance executives detained in Nigeria,"Nigerian authorities arrested former United States federal agent and Binance’s criminal investigations team Tigran Gambaryan along with another company official,… Continue reading Binance executives detained in Nigeria
The post Binance executives detained in …",https://readwrite.com/binance-executives-detained-in-nigeria/,https://readwrite.com/wp-content/uploads/2024/03/52498138138_d08afb54d8_b.jpg,2024-03-12T13:04:57Z,"Nigerian authorities arrested former United States federal agent and Binance’s criminal investigations team Tigran Gambaryan along with another company official, according to a Wired report published… [+3033 chars]",ok,13537
,ReadWrite,Justin Colombo,Betting Systems – How They Work and Which Ones Work Best,"You may have heard the term ‘betting system’ if you regularly wager at online sportsbooks. After all, this can incorporate […]
The post Betting Systems – How They Work and Which Ones Work Best appeared first on ReadWrite.",https://readwrite.com/gambling/guides/betting-systems/,https://readwrite.com/wp-content/uploads/2024/03/Bettng-Systems-1-scaled.jpg,2024-03-04T08:39:23Z,"You may have heard the term ‘betting system’ if you regularly wager at online sportsbooks. After all, this can incorporate any number of rules and methodologies to help select your bets. These system… [+22783 chars]",ok,13537
,ReadWrite,Justin Colombo,Parimutuel Betting – What is Parimutuel Betting & How Does It Work?,"Parimutuel betting is one of those terms everyone seems to have heard of but very few people understand. Also known… Continue reading Parimutuel Betting – What is Parimutuel Betting & How Does It Work?
The post Parimutuel Betting – What is Parimutuel Betting …",https://readwrite.com/gambling/guides/parimutuel-betting/,https://readwrite.com/wp-content/uploads/2024/03/Parimutual-betting-1-scaled.jpg,2024-03-11T15:13:52Z,"Parimutuel betting is one of those terms everyone seems to have heard of but very few people understand. Also known as tote betting in the UK, parimtuel betting is synonymous with wagering on greyhou… [+17738 chars]",ok,13537
,Hackaday,Jonathan Bennett,"This Week in Security: Blame the Feds, Emergency Patches, and the DMA",The temptation to “take the money and run” was apparently too much for the leadership of the AlphV ransomware crime ring. You may have heard of this group as being behind the breach of …,https://hackaday.com/2024/03/08/this-week-in-security-blame-the-feds-emergency-patches-and-the-dma/,https://hackaday.com/wp-content/uploads/2016/01/darkarts.jpg,2024-03-08T15:00:45Z,The temptation to “take the money and run” was apparently too much for the leadership of the AlphV ransomware crime ring. You may have heard of this group as being behind the breach of Change Healthc… [+5250 chars],ok,13537
time,Time,KEN SWEET and LARRY NEUMEISTER / AP,Dethroned Crypto King Sam Bankman-Fried to be Sentenced for Defrauding FTX Investors,Former crypto king Sam Bankman-Fried faces the potential of decades in prison when he is sentenced for his role in the 2022 collapse of FTX.,https://time.com/6961442/sam-bankman-fried-sentencing-defrauding-ftx-investors-crypto/,https://api.time.com/wp-content/uploads/2024/03/AP24075671466308.jpg?quality=85,2024-03-28T13:02:39Z,"NEW YORK Former crypto mogul Sam Bankman-Fried faces the potential of decades in prison when he is sentenced Thursday for his role in the 2022 collapse of FTX, once one of the world's most popular pl… [+3297 chars]",ok,13537
time,Time,Andrew R. Chow,Why Sam Bankman-Fried Received a 25-Year Prison Sentence,A federal judge ruled Bankman-Fried committed perjury under oath and attempted witness tampering. Here's what other factors went into his sentence.,https://time.com/6961068/sam-bankman-fried-prison-sentence/,https://api.time.com/wp-content/uploads/2024/03/GettyImages-1556770741.jpg?quality=85,2024-03-28T15:50:55Z,"Sam Bankman-Fried, the former billionaire who was found guilty of defrauding customers and investors of his cryptocurrency exchange FTX, was sentenced to 25 years in prison on Thursday by a federal j… [+7080 chars]",ok,13537
abc-news,ABC News,Donald J. Mihalek,Counterfeiting cash making a comeback in the digital currency age,"Even with the advent of cryptocurrency and peer-to-peer payments, counterfeiting of U.S. paper currency remains an ongoing enterprise.",https://abcnews.go.com/US/counterfeiting-modern-age/story?id=108005573,https://i.abcnewsfe.com/a/89726819-8abd-42a2-bf43-2cf144c1a831/dollar-counterfeit-gty-lv-240311_1710190079582_hpMain_16x9.jpg?w=1600,2024-03-12T15:13:27Z,"The U.S. dollar is perhaps the most recognized in the world, accepted nearly everywhere and viewed as one of the most reliable, stable currencies of any nation. Which is why, at a time when consumers… [+4530 chars]",ok,13537
fox-news,Fox News,"Kurt Knutsson, CyberGuy Report","Hackers use pirated software to hijack Mac, Android and Windows devices","Hackers use pirated software to target macOS, Android and Windows devices in search of stealing cryptocurrency, according to Kurt ""CyberGuy"" Knutsson.",https://www.foxnews.com/tech/hackers-use-pirated-software-to-hijack-mac-android-windows-devices,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/1-How-hackers-are-using-pirated-software-to-hijack-your-Mac.jpg,2024-03-09T14:00:00Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+9839 chars]",ok,13537
,The New Yorker,Elizabeth Kolbert,The Obscene Energy Demands of A.I.,Elizabeth Kolbert on how the advent of artificial intelligence is fuelling a spike in demand for energy consumption.,https://www.newyorker.com/news/daily-comment/the-obscene-energy-demands-of-ai,"https://media.newyorker.com/photos/65ea3f8487f529d1a2a61317/16:9/w_1280,c_limit/Kolbert_AI_Power.jpg",2024-03-09T11:00:00Z,"In 2016, Alex de Vries read somewhere that a single bitcoin transaction consumes as much energy as the average American household uses in a day. At the time, de Vries, who is Dutch, was working at a … [+6050 chars]",ok,13537
,The Atlantic,Gilad Edelman,Bitcoin’s Biggest Weakness May Be Its Greatest Strength,The utter pointlessness of crypto helps explain its resurgence.,https://www.theatlantic.com/ideas/archive/2024/03/crypto-bitcoin-market-strength/677643/?utm_source=feed,,2024-03-05T16:50:00Z,"Can someone remind crypto that it’s supposed to be dead? The digital asset market, widely written off as a bubble that burst two years ago, is having one of its wildest rallies ever. The price of bit… [+5888 chars]",ok,13537
,The Atlantic,Juliette Kayyem,The Health System Was Too Easy a Target for Hackers,Cybercriminals see the nation’s vulnerabilities far more clearly than regulators do.,https://www.theatlantic.com/ideas/archive/2024/03/change-healthcare-alphv-blackcat-hackers/677650/?utm_source=feed,,2024-03-06T15:50:00Z,"When the coronavirus began straining American health care four years ago, hospitals and public officials at least saw the problem coming. Now a different kind of invader—purposeful and malign—has cau… [+5525 chars]",ok,13537
bbc-news,BBC News,https://www.facebook.com/bbcnews,Disgraced 'Crypto King' Bankman-Fried to be sentenced,The former boss of bankrupt crypto exchange FTX is due to be sentenced for multi-billion dollar fraud.,https://www.bbc.co.uk/news/business-68560911,https://ichef.bbci.co.uk/news/1024/branded_news/38FE/production/_133009541_gettyimages-1258710788.jpg,2024-03-28T00:00:04Z,"Sam Bankman-Fried, the former billionaire crypto boss who was convicted of fraud and money laundering last year, will return to court in New York on Thursday to be sentenced for his crimes.
It is ce… [+5924 chars]",ok,13537
,Stackexchange.com,,Is MEV Possible on Bitcoin?,"Miner Extractable Value (MEV) is a big topic in the life of ethereum users, and it creates an additional revenue source for the miners.
Is MEV possible on the bitcoin blockchain as well? And if yes...",https://ethereum.stackexchange.com/questions/119253/is-mev-possible-on-bitcoin,https://cdn.sstatic.net/Sites/ethereum/Img/apple-touch-icon@2.png?v=fa4301ca0e6d,2024-04-02T13:15:26Z,"Yes, it's just less prominent in Bitcoin as there is less complexity involved with the transactions, but it is possible.
If you stick to the definition of MEV from the Ethereum foundation :
Maximal… [+1182 chars]",ok,13537
,Thenewstack.io,Steven J. Vaughan-Nichols,"Python Users: BIPClip Is After Your Bitcoin Wallet, via PyPI",Python Package Index (PyPI) packages found hiding Bitcoin wallet hacking tools.,https://thenewstack.io/python-users-bibclip-is-after-your-bitcoin-wallet-via-pypi/,https://cdn.thenewstack.io/media/2024/03/ce67c3b9-wallet-1010601_1280.jpg,2024-03-17T16:21:17Z,"Python Users: BIPClip Is After Your Bitcoin Wallet, Via PyPI",ok,13537
,Unchainedcrypto.com,Kyle Torpey,UK Judge Declares Craig Wright Is Not Bitcoin Creator Satoshi Nakamoto,"The presumed final ruling comes eight years after Wright’s initial claims of being the person behind the Satoshi Nakamoto pseudonym, and has implications for a number of other cases involving Wright.",https://unchainedcrypto.com/uk-judge-declares-craig-wright-is-not-bitcoin-creator-satoshi-nakamoto/,https://unchainedcrypto.com/wp-content/uploads/2024/03/shutterstock_2424042441-scaled.jpg,2024-03-14T16:22:12Z,"The presumed final ruling comes eight years after Wrights initial claims of being the person behind the Satoshi Nakamoto pseudonym, and has implications for a number of other cases involving Wright.A… [+3416 chars]",ok,13537
,Opencrypto.org,Crypto Open Patent Alliance,Craig Wright Is Not Satoshi Nakamoto,"Today, Justice Mellor found that the evidence in the COPA v Wright trial was “overwhelming,” ruling that: Dr Wright is not the author of the Bitcoin White Paper. Dr Wright is not the person who adopted or operated under the pseudonym Satoshi Nakamoto from 200…",https://www.opencrypto.org/2024-03-14-Justice-Mellor-Rules-That-Craig-Wright-Is-Not-Satoshi-Nakamoto-in-COPA-v-Wright-Trial/,,2024-03-14T22:08:37Z,"Today, Justice Mellor found that the evidence in the COPA v Wright trial was overwhelming, ruling that:
<ol><li>Dr Wright is not the author of the Bitcoin White Paper.</li><li>Dr Wright is not the p… [+898 chars]",ok,13537
,BleepingComputer,Bill Toulas,Former telecom manager admits to doing SIM swaps for $1k,A former manager at a telecommunications company in New Jersey pleaded guilty to conspiracy charges for accepting money to perform unauthorized SIM swaps that enabled an accomplice to hack customer accounts.,https://www.bleepingcomputer.com/news/security/former-telecom-manager-admits-to-doing-sim-swaps-for-1-000/,https://www.bleepstatic.com/content/hl-images/2023/02/01/hand-holding-sim-cards.jpg,2024-03-15T15:50:30Z,A former manager at a telecommunications company in New Jersey pleaded guilty to conspiracy charges for accepting money to perform unauthorized SIM swaps that enabled an accomplice to hack customer a… [+1993 chars],ok,13537
,Mattlakeman.org,,Notes on El Salvador,"In 1995, El Salvador had an intentional homicide rate of 139 per 100,000, the highest in the world and one of the highest rates recorded in modern history. Like all educated middle-class Americans,…",https://mattlakeman.org/2024/03/30/notes-on-el-salvador/,https://mattlakeman.files.wordpress.com/2024/03/bukele-14.jpg,2024-03-30T22:46:23Z,"In 1995, El Salvador had an intentional homicide rate of 139 per 100,000, the highest in the world and one of the highest rates recorded in modern history.
Like all educated middle-class Americans, … [+163489 chars]",ok,13537
,Patrick-breyer.de,,EU Parliament commitee approves cash cap and ban on anonymous crypto payments,"The majority of the EU Parliament's lead committees today approved far-reaching new anti-money laundering laws: Anonymous cash payments over €3,000 will be banned in commercial transactions. Cash payments over €10,000 will even be completely banned in busines…",https://www.patrick-breyer.de/en/eu-cash-cap-and-ban-on-anonymous-crypto-payments-results-in-financial-paternalism/,https://www.patrick-breyer.de/wp-content/uploads/2023/07/logo_regular_vertical.png,2024-03-22T19:17:23Z,"The majority of the EU Parliament’s lead committees today approved far-reaching new anti-money laundering laws: Anonymous cash payments over 3,000 will be banned in commercial transactions. Cash paym… [+3510 chars]",ok,13537
,Lawfaremedia.org,,"On Microsoft, the U.S. Government Must Embrace the Stick","The latest edition of the Seriously Risky Business cybersecurity newsletter, now on Lawfare.",https://www.lawfaremedia.org/article/on-microsoft-the-u.s.-government-must-embrace-the-stick-ransomware-disruption,https://lawfare-assets-new.azureedge.net/assets/images/default-source/article-images/srb-3.22.jpg?sfvrsn=e9e50ae5_5,2024-03-23T17:43:22Z,Editors Note: This newsletter is part of a collaboration between Lawfare and Risky Business. You can find the full version of the Seriously Risky Business newsletter and previous editions on news.ris… [+13823 chars],ok,13537
,Readtrung.com,Trungphan2,The Greatest Meme Template,Why does Juan Joya Borja (aka El Risitas aka “Spanish Laughing Guy”) always put a smile on our faces.,https://www.readtrung.com/p/the-greatest-meme-template-ever-ad8,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fbucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com%2Fpublic%2Fimages%2F625ebb7b-97e9-4b20-a58a-da554b9a7ad5_638x532.gif",2024-03-08T04:27:09Z,"Hey, thanks for subscribing to SatPost.
Today, we are bringing back one of my favourite internet topics: El Risitas (aka Spanish Laughing Guy aka the greatest meme template ever). 
Also this week:… [+16751 chars]",ok,13537
,Medium,Keaton Brandt,Context: The Missing Feature of Programming Languages,"A fresh new codebase may be able to do something trivial, say display a popup dialog to the user, by simply calling a system method to display a popup dialog. Simple! But, not scalable. As features…",https://medium.com/source-and-buggy/context-the-missing-feature-of-programming-languages-7c1095fe8d32,https://miro.medium.com/v2/resize:fit:1200/1*NQzCPAh-iSCHWsLYHt6SaQ.png,2024-03-25T04:40:26Z,"Modern computer hardware is so capable that we can often simply ignore its limitations when writing code. Conceptually though, any function that allocates memory is inherently context-dependent: its … [+12385 chars]",ok,13537
,Leebriggs.co.uk,,Why the hell is your Kubernetes API public?,"Do you ever really think about how you get access to your Kubernetes control plane? Whatever mechanism you use to provision your cluster, you get a KUBECONFIG and usually just",https://leebriggs.co.uk/blog/2024/03/23/why-public-k8s-controlplane.html,,2024-03-23T16:10:47Z,"Do you ever really think about how you get access to your Kubernetes control plane? Whatever mechanism you use to provision your cluster, you get a KUBECONFIG and usually just go on your merry way to… [+14156 chars]",ok,13537
,Radicle.xyz,,How Radicle Works Under the Hood,Sovereign code infrastructure.,https://radicle.xyz,https://radicle.xyz/assets/images/og-card.png,2024-03-27T09:47:32Z,"How Radicle works under the hood
Heartwood, the latest generation of the Radicle protocol establishes a
sovereign data network for code collaboration and publishing, built on top of
Git. In Radicl… [+35315 chars]",ok,13537
,Corecursive.com,Adam Gordon Bell,Leaving LinkedIn: Choosing Engineering Excellence over Expediency,"What if your dedication to doing things right clashed with your company's fast pace? Chris Krycho faced this very question at LinkedIn. His journey was marked by challenges: from the nuances of remote work to the struggle of influencing company culture, and a…",https://corecursive.com/leaving-linkedin-with-chris-krycho/,https://corecursive.com/assets/images/098/wide.png,2024-03-06T04:49:38Z,"Intro
Adam:
Hello, and welcome to CoRecursive. Im Adam Gordon Bell. Imagine that youre at the forefront of shaping the front end for the worlds largest professional social network with like a billi… [+46004 chars]",ok,13537
,MarketWatch,Chris Brodersen,What you need to know about taxes on bitcoin ETFs before you buy or sell,Retail investors and financial advisers have much to learn about this new investment.,https://www.marketwatch.com/story/what-youneed-to-know-about-taxes-on-bitcoin-etfs-before-you-buy-or-sell-b51afbf8,https://images.mktw.net/im-97181825/social,2024-03-04T16:17:00Z,"For all its opportunities, bitcoin 
 BTCUSD,
 +6.00%
has posed a number of challenges for investors. On top of the inherent difficulties of understanding blockchain terminology and the underlying … [+5380 chars]",ok,13537
,MarketWatch,Tomi Kilgore,"MicroStrategy stock soars 24% — tops $1,300 for first time in 24 years as bitcoin soars",The software company and bitcoin play adds nearly $11 billion in market cap in 6 days.,https://www.marketwatch.com/story/microstrategy-stock-soars-24-tops-1-300-for-first-time-in-24-years-as-bitcoin-soars-0846400b,https://images.mktw.net/im-400000/social,2024-03-04T20:34:00Z,"Shares of MicroStrategy Inc. soared toward a 24-year high on Monday, fueled by the recent rapid run up in bitcoin prices to near-record levels.
A business-analytics software company at heart, invest… [+179 chars]",ok,13537
,MarketWatch,Steve Goldstein,There’s one big mystery in the everything rally: gold’s record-setting ascent,Gold’s defying many of its traditional relationships in its record-setting run.,https://www.marketwatch.com/story/theres-one-big-mystery-in-the-everything-rally-golds-record-setting-ascent-13775d75,https://images.mktw.net/im-65082598/social,2024-03-06T11:42:00Z,"It seems almost every asset class has been hitting records: U.S. stocks, Japanese stocks, German stocks, bitcoin, gold.
That last one is unusual. Rising prices usually generate speculative interest … [+195 chars]",ok,13537
,Yahoo Entertainment,,"A Chinese takeaway worker who had 61,000 bitcoin worth $1.8 billion seized by police found guilty of money laundering",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d104b41b-fbe9-40cc-aa4b-18d9a1796cf3,,2024-03-21T14:37:26Z,"Si vous cliquez sur « Tout accepter », nos partenaires (y compris 241 qui font partie du Cadre de transparence et de consentement dIAB) et nous utiliserons également des témoins et vos données person… [+982 chars]",ok,13537
,MarketWatch,Isabel Wang,Did bitcoin ETF frenzy drive the crypto to a record? How the experts see it.,"Bitcoin’s momentum was fueled in part by excitement over the debut of spot bitcoin ETFs, but it raises concerns over whether the initial rising demand for the funds is robust enough to keep bitcoin afloat.",https://www.marketwatch.com/story/did-bitcoin-etf-frenzy-drive-the-crypto-to-a-record-how-the-experts-see-it-ba738798,https://images.mktw.net/im-337931/social,2024-03-07T22:36:00Z,"Hello! This is MarketWatch reporter Isabel Wang bringing you this weeks ETF Wrap. In this weeks edition, we look at spot bitcoin ETFs, and the role these first-of-a-kind funds are playing in the rall… [+258 chars]",ok,13537
,MarketWatch,Frances Yue,"Bitcoin surges above $69,000 to record high, entering ‘untested waters’","Bitcoin’s rally took it to a fresh record high on Tuesday, its first since November 2021",https://www.marketwatch.com/story/bitcoin-surges-above-69-000-to-record-high-entering-untested-waters-9be2511f,https://images.mktw.net/im-07932583/social,2024-03-05T15:13:00Z,"Bitcoin hit a record high on Tuesday, with the cryptocurrency surpassing $69,000, marking a dramatic comeback for digital assets following a tumultuous stretch of more than two years.The rally saw bi… [+2225 chars]",ok,13537
